_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,BARCODE,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
73052,471,PO-00291,790,Queen St W,Queen St W,North,Strachan Ave,East,8188.0,10,West Queen West,PPC,Temporarily Removed,M1908188,0,311829.039,4833953.2639999995,-79.412871234,43.645488405,"{u'type': u'Point', u'coordinates': (-79.4128712389, 43.6454884082)}"
73053,472,PO-00079,6212B-6600B,Yonge St,Yonge St,West,Steeles Ave E,South,6062.0,18,,PPC,Existing,M2306062,0,311227.048,4850842.649,-79.42013153100001,43.797519261000005,"{u'type': u'Point', u'coordinates': (-79.420131537, 43.7975192619)}"
73054,473,PO-00535,10,Thompson St,Thompson St,North,Carroll St,East,8637.0,14,,PPC,Existing,M3008637,0,316710.42600000004,4835477.125,-79.35233034,43.659143053,"{u'type': u'Point', u'coordinates': (-79.3523303447, 43.6591430512)}"
73055,474,PO-00458,2500,Sheppard Ave E,Victoria Park Ave,West,Sheppard Ave E,North,8335.0,17,,PPC,Existing,M4008335,0,319024.72,4848402.231000001,-79.323295475,43.775444008,"{u'type': u'Point', u'coordinates': (-79.3232954789, 43.7754440132)}"
73056,475,PO-00460,3306,Sheppard Ave E,Warden Ave,West,Sheppard Ave E,North,8337.0,22,,PPC,Existing,M4008337,0,320233.469,4848789.34,-79.308268918,43.77890422,"{u'type': u'Point', u'coordinates': (-79.3082689162, 43.7789042232)}"
73057,476,PO-00199,48,Thorncliffe Park Dr,Thorncliffe Park Dr,North,Thorncliffe Park Dr,East,8202.0,15,,PPC,Existing,M2608202,0,317509.684,4840337.435,-79.34230635899999,43.702878828,"{u'type': u'Point', u'coordinates': (-79.3423063544, 43.7028788259)}"
73058,477,PO-00244,337,Spadina Ave,Spadina Ave,East,Baldwin St,South,8144.0,11,Chinatown,PPC,Existing,M2008144,0,312978.24600000004,4834992.663,-79.398610482,43.65483265100001,"{u'type': u'Point', u'coordinates': (-79.3986104764, 43.6548326551)}"
73059,478,PO-00246,267,Spadina Ave,Spadina Ave,East,College St,South,8145.0,11,Chinatown,PPC,Existing,M2008145,0,312891.097,4835296.48,-79.399686355,43.657568365,"{u'type': u'Point', u'coordinates': (-79.3996863491, 43.6575683679)}"
73060,479,PO-00248,620,Spadina Ave,Spadina Ave,West,Classic Ave,South,8148.0,11,,PPC,Existing,M2008148,0,312711.846,4835796.76,-79.40190137,43.662073482,"{u'type': u'Point', u'coordinates': (-79.4019013734, 43.6620734834)}"
73061,480,PO-00250,720,Spadina Ave,Spadina Ave,West,Sussex Ave,North,8150.0,11,,PPC,Existing,M2008150,0,312609.92100000003,4836149.558999999,-79.403160032,43.665250221,"{u'type': u'Point', u'coordinates': (-79.4031600306, 43.6652502202)}"
73062,481,PO-00252,50,Sussex Ave,Spadina Ave,East,Sussex Ave,North,8152.0,11,,PPC,Existing,M2008152,0,312654.159,4836101.4569999995,-79.40261220100001,43.664816766,"{u'type': u'Point', u'coordinates': (-79.4026121974, 43.6648167725)}"
73063,482,PO-00260,1432,Gerrard St E,Ashdale Ave,West,Gerrard St E,North,8163.0,14,Gerrard India Bazaar,PPC,Existing,M3008163,0,319152.327,4836974.322,-79.322015108,43.672576638,"{u'type': u'Point', u'coordinates': (-79.322015114, 43.6725766419)}"
73064,483,PO-00263,80,Mc Gee St,Mc Gee St,West,Queen St E,South,8166.0,14,Riverside District,PPC,Existing,M3008166,0,317276.87899999996,4835544.162,-79.34530573100001,43.659737183000004,"{u'type': u'Point', u'coordinates': (-79.3453057364, 43.6597371842)}"
73065,484,PO-00265,1158,Queen St E,Queen St E,North,Jones Ave,West,8168.0,14,Leslieville,PPC,Existing,M3008168,0,318268.822,4835875.267,-79.332998943,43.66270025399999,"{u'type': u'Point', u'coordinates': (-79.3329989453, 43.6627002571)}"
73066,485,PO-00267,1842,Queen St E,Queen St E,North,Brookmount Rd,East,8170.0,19,The Beach,PPC,Existing,M3208170,0,320290.924,4836506.652,-79.30790873699999,43.668344155,"{u'type': u'Point', u'coordinates': (-79.307908741, 43.6683441569)}"
73067,486,PO-00404,2025,Kipling Ave,Rexdale Blvd,North,Kipling Ave,East,8245.0,1,,PPC,Existing,M0208245,0,299450.115,4841339.077,-79.566388014,43.711984373,"{u'type': u'Point', u'coordinates': (-79.5663880099, 43.7119843728)}"
73068,487,PO-00408,3101,Weston Rd,Weston Rd,East,Sheppard Ave W,South,8249.0,7,Emery Village,PPC,Existing,M0708249,0,301740.74199999997,4843714.348,-79.537976579,43.733377743,"{u'type': u'Point', u'coordinates': (-79.5379765801, 43.7333777439)}"
73069,488,PO-00410,1570,Wilson Ave,Wilson Ave,North,Jane St,West,8251.0,7,,PPC,Existing,M0708251,0,304050.424,4842330.976,-79.509303058,43.720931613000005,"{u'type': u'Point', u'coordinates': (-79.5093030531, 43.7209316108)}"
73070,489,PO-00413,365,Grandravine Dr,Jane St,East,Grandravine Dr,South,8255.0,7,,PPC,Existing,M0908255,0,303601.19800000003,4845215.767,-79.514884872,43.746897685,"{u'type': u'Point', u'coordinates': (-79.5148848661, 43.7468976853)}"
73071,490,PO-00419,455,Sentinel Rd,Sentinel Rd,East,Fountainhead Rd,North,8261.0,7,,PPC,Existing,M0808261,0,304767.00899999996,4846953.345,-79.50040974,43.762538934,"{u'type': u'Point', u'coordinates': (-79.5004097378, 43.7625389346)}"
73072,491,PO-00423,5201,Dufferin St,Dufferin St,East,Steeles Ave W,South,8265.0,6,DuKe Heights,PPC,Existing,M1008265,0,307225.279,4849669.965,-79.469866528,43.786987701,"{u'type': u'Point', u'coordinates': (-79.469866524, 43.7869877069)}"
73073,492,PO-00425,781,Steeles Ave W,Steeles Ave W,South,Bathurst St,East,8267.0,18,,PPC,Existing,M1008267,0,309248.481,4850285.228999999,-79.444723655,43.792516389,"{u'type': u'Point', u'coordinates': (-79.444723658, 43.7925163903)}"
73074,493,PO-00182,52,Bradworthy Crt,Sheppard Ave E,North,Morningside Ave,West,7945.0,25,,PPC,Temporarily Removed,M4207945,0,328922.725,4851384.093,-79.200206147,43.802027577,"{u'type': u'Point', u'coordinates': (-79.2002061465, 43.8020275794)}"
73075,494,PO-00270,1873,Bloor St W,Bloor St W,South,High Park Ave,West,8172.0,4,,PPC,Existing,M1308172,0,307579.877,4834829.106000001,-79.465537395,43.653400184,"{u'type': u'Point', u'coordinates': (-79.4655373889, 43.6534001886)}"
73076,495,PO-00059,155,Wellington St W,Simcoe St,West,Wellington St W,South,7392.0,10,Toronto Entertainment District,PPC,Existing,M2007392,0,314032.989,4833997.634,-79.385551374,43.64586370600001,"{u'type': u'Point', u'coordinates': (-79.3855513691, 43.6458637119)}"
73077,496,PO-00064,553,Lake Shore Blvd W,Bathurst St,West,Lake Shore Blvd W,South,6829.0,10,The Waterfront,PPC,Existing,M2006829,0,312910.849,4832917.343,-79.39947718100001,43.636152695,"{u'type': u'Point', u'coordinates': (-79.3994771824, 43.6361527008)}"
73078,497,PO-00066,627A,Eireann Quay,Eireann Quay,East,Queens Quay W,South,6002.0,10,The Waterfront,PPC,Existing,M2006002,0,313037.017,4832833.374,-79.397914789,43.635395478,"{u'type': u'Point', u'coordinates': (-79.3979147855, 43.635395479)}"
73079,499,PO-00072,140,Spadina Ave,Richmond St W,South,Spadina Ave,West,6051.0,10,,PPC,Temporarily Removed,M2006051,0,313164.087,4834209.868,-79.39631865,43.647784378000004,"{u'type': u'Point', u'coordinates': (-79.3963186447, 43.6477843805)}"
73080,501,PO-00107,1533,Jane St,Jane St,South,Trethewey Dr,East,5522.0,5,,PPC,Existing,M1205522,0,304628.998,4839689.924,-79.50212148600001,43.69715915,"{u'type': u'Point', u'coordinates': (-79.5021214821, 43.6971591514)}"
73081,502,PO-00109,2,Hunter Ave,Dufferin St,West,Hunter Ave,North,4683.0,9,Fairbank Village,PPC,Existing,M1704683,0,308839.457,4839402.3889999995,-79.44988792699999,43.694559996,"{u'type': u'Point', u'coordinates': (-79.4498879222, 43.6945600009)}"
73082,503,PO-00111,650,Mount Pleasant Rd,Mount Pleasant Rd,West,Manor Rd E,North,3523.0,12,Mount Pleasant Village,PPC,Existing,M2203523,0,313764.955,4840512.579,-79.38876554,43.704509994,"{u'type': u'Point', u'coordinates': (-79.388765542, 43.7045099977)}"
73083,504,PO-00113,66,Maitland St,Maitland St,North,Church St,West,5508.0,13,Church-Wellesley Village,PPC,Existing,M2705508,0,314414.83,4836084.41,-79.380781066,43.664642645,"{u'type': u'Point', u'coordinates': (-79.3807810679, 43.6646426432)}"
73084,505,PO-00115,2161,Queen St E,Queen St E,South,Lee Ave,West,3019.0,19,The Beach,PPC,Existing,M3203019,0,321043.409,4836722.463,-79.298571298,43.670270673000005,"{u'type': u'Point', u'coordinates': (-79.2985713016, 43.6702706706)}"
73085,506,PO-00464,1877,Kennedy Rd,Ellesmere Rd,North,Kennedy Rd,East,8341.0,21,Kennedy Road,PPC,Existing,M4008341,0,322471.723,4847372.635,-79.280509756,43.766102286999995,"{u'type': u'Point', u'coordinates': (-79.2805097582, 43.7661022894)}"
73086,507,PO-00147,765,Yonge St,Yonge St,East,Bloor St E,North,537.0,11,Bloor Street,PPC,Existing,M2700537,0,313927.44399999996,4836746.353,-79.38681319300001,43.670607145,"{u'type': u'Point', u'coordinates': (-79.3868131954, 43.6706071446)}"
73087,508,PO-00121,4725,Dundas St W,Dundas St W,South,Islington Ave,East,201.0,2,Village of Islington,PPC,Existing,M0500201,0,302699.11699999997,4834617.135,-79.526044179,43.651494388,"{u'type': u'Point', u'coordinates': (-79.5260441827, 43.6514943897)}"
73088,509,PO-00125,170,Torresdale Ave,Torresdale Ave,North,Antibes Dr,Opposite,873.0,6,,PPC,Existing,M1000873,0,308778.13899999997,4849101.82,-79.45057685100001,43.781867033000005,"{u'type': u'Point', u'coordinates': (-79.4505768517, 43.7818670354)}"
73089,511,PO-00129,1886,Eglinton Ave W,Shortt St,West,Eglinton Ave W,North,7105.0,9,Fairbank Village,PPC,Existing,M1507105,0,308684.691,4839503.138,-79.451807165,43.695467699,"{u'type': u'Point', u'coordinates': (-79.4518071676, 43.6954676972)}"
73090,513,PO-00137,790,Bathurst St,Bathurst St,West,Bloor St W,North,416.0,11,Mirvish Village,PPC,Existing,M2000416,0,311946.993,4836150.166999999,-79.411380057,43.665262361,"{u'type': u'Point', u'coordinates': (-79.4113800606, 43.6652623611)}"
73091,514,PO-00138,328,Bloor St W,Bloor St W,North,Spadina Rd,East,437.0,11,Bloor Annex,PPC,Existing,M2000437,0,312578.05600000004,4836322.953,-79.403552648,43.666811331999995,"{u'type': u'Point', u'coordinates': (-79.4035526447, 43.6668113298)}"
73092,515,PO-00142,20,Eglinton Ave W,Eglinton Ave W,North,Yonge St,West,503.0,8,,PPC,Temporarily Removed,M1600503,0,312971.609,4840763.507,-79.398605319,43.706777816999995,"{u'type': u'Point', u'coordinates': (-79.398605317, 43.706777821)}"
73093,516,PO-00146,,Gould St,Gould St,North,Yonge St,East,542.0,13,Downtown Yonge,PPC,Existing,M2700542,0,314391.031,4835295.007,-79.38109018600001,43.657537278999996,"{u'type': u'Point', u'coordinates': (-79.3810901872, 43.6575372777)}"
73094,517,PO-00148,92,Front St E,Front St E,North,Market St,East,573.0,13,St. Lawrence Market Neighbourhood,PPC,Temporarily Removed,M2800573,0,315127.482,4834386.688999999,-79.37197704100001,43.649351338,"{u'type': u'Point', u'coordinates': (-79.3719770428, 43.6493513418)}"
73095,518,PO-00152,975,Danforth Ave,Danforth Ave,South,Euston Ave,East,593.0,14,THE DANNY Danforth Mosaic,PPC,Existing,M3000593,0,317906.045,4837828.018,-79.337449597,43.680284018,"{u'type': u'Point', u'coordinates': (-79.3374495968, 43.6802840212)}"
73096,519,PO-00154,305,Dawes Rd,Dawes Rd,East,Crescent Town Rd,North,622.0,19,,PPC,Existing,M3100622,0,321154.75800000003,4839681.294,-79.29710077,43.696901413,"{u'type': u'Point', u'coordinates': (-79.2971007691, 43.6969014135)}"
73097,520,PO-00294,20,Queen's Park Cres W,Queen's Park Cres W,East,Hoskin Ave,South,8191.0,11,,PPC,Existing,M2008191,0,313350.592,4836101.8889999995,-79.39397676899999,43.664812976,"{u'type': u'Point', u'coordinates': (-79.3939767695, 43.664812978)}"
73098,521,PO-00296,15,Grange Rd,Grange Ave,North,Mc Caul St,West,8093.0,10,,PPC,Temporarily Removed,M2008093,0,313557.00399999996,4834712.996,-79.39143988800001,43.652308684,"{u'type': u'Point', u'coordinates': (-79.391439891, 43.6523086883)}"
73099,522,PO-00298,50,Stephanie St,Stephanie St,West,John St,North,8095.0,10,,PPC,Temporarily Removed,M2008095,0,313537.44,4834597.313999999,-79.391684292,43.651267626000006,"{u'type': u'Point', u'coordinates': (-79.3916842959, 43.651267625)}"
73100,523,PO-00300,177,Beverley St,Baldwin St,South,Beverley St,East,8098.0,11,,PPC,Existing,M2008098,0,313312.842,4835093.067,-79.394460756,43.655732668,"{u'type': u'Point', u'coordinates': (-79.394460758, 43.6557326711)}"
73101,524,PO-00389,3,Montague Pl,Warden Ave,East,Bamburgh Crcl,South,8345.0,22,,PPC,Existing,M3908345,0,319030.587,4852399.813,-79.323116502,43.811426503,"{u'type': u'Point', u'coordinates': (-79.3231164987, 43.8114265047)}"
73102,525,PO-00391,832,St Clair Ave W,St Clair Ave W,North,Atlas Ave,West,8012.0,12,Hillcrest Village,PPC,Existing,M2108012,0,310349.997,4837858.922,-79.43116459699999,43.680657043000004,"{u'type': u'Point', u'coordinates': (-79.4311645972, 43.6806570464)}"
73103,526,PO-00393,665,St Clair Ave W,St Clair Ave W,South,Christie St,East,8014.0,12,Wychwood Heights,PPC,Existing,M2108014,0,310850.30199999997,4837978.752,-79.424958088,43.681731766999995,"{u'type': u'Point', u'coordinates': (-79.424958084, 43.6817317677)}"
73104,527,PO-00395,146,Kendal Ave,Kendal Ave,West,Bridgman Ave,North,8016.0,12,Dupont by the Castle,PPC,Existing,M2108016,0,312052.722,4837320.999,-79.410053329,43.675800363,"{u'type': u'Point', u'coordinates': (-79.4100533261, 43.6758003688)}"
73105,528,PO-00397,1901,Yonge St,Yonge St,East,Davisville Ave,South,8019.0,12,Midtown Yonge,PPC,Existing,M2208019,0,313147.845,4839790.758,-79.39643363100001,43.698019888999994,"{u'type': u'Point', u'coordinates': (-79.3964336288, 43.6980198894)}"
73106,529,PO-00541,135,Rexdale Blvd,Rexdale Blvd,South,Kipling Ave,West,8636.0,1,,PPC,Existing,M0208636,0,299409.917,4841286.598999999,-79.566886315,43.711511713,"{u'type': u'Point', u'coordinates': (-79.5668863109, 43.711511714)}"
73107,530,PO-00544,123,Eglinton Ave E,Eglinton Ave E,South,Lillian St,East,8642.0,12,,PPC,Existing,M2208642,0,313357.062,4840853.3719999995,-79.393821137,43.707582378000005,"{u'type': u'Point', u'coordinates': (-79.3938211322, 43.7075823763)}"
73108,531,PO-00546,2540,Bayview Ave,Bayview Ave,West,York Mills Rd,South,8618.0,15,,PPC,Existing,M2508618,0,314123.521,4845310.203,-79.384233442,43.747690066000004,"{u'type': u'Point', u'coordinates': (-79.3842334361, 43.7476900662)}"
73109,532,PO-00550,343,Coxwell Ave,Gerrard St E,South,Coxwell Ave,East,8720.0,19,,PPC,Existing,M3208720,0,319317.396,4837292.531,-79.31995952,43.67543772,"{u'type': u'Point', u'coordinates': (-79.3199595211, 43.6754377244)}"
73110,533,PO-00552,2504,Yonge St,Yonge St,West,Castlefield Ave,North,9263.0,8,Uptown Yonge,PPC,Existing,M1609263,0,312887.131,4841370.1,-79.39964441800001,43.712238838000005,"{u'type': u'Point', u'coordinates': (-79.3996444228, 43.7122388437)}"
73111,534,PO-00469,70,Lynn Williams St,Lynn Williams St,South,Pirandello St,West,8190.0,10,,PPC,Existing,M1908190,0,311720.738,4833236.105,-79.414222872,43.63903401100001,"{u'type': u'Point', u'coordinates': (-79.4142228721, 43.6390340142)}"
73112,536,PO-00083,75,Queen's Park,Queen's Park,East,Charles St W,South,6089.0,11,,PPC,Existing,M2706089,0,313415.277,4836321.337,-79.393171206,43.666787553,"{u'type': u'Point', u'coordinates': (-79.393171205, 43.6667875533)}"
73113,537,PO-00084,66A,Wellesley St E,Wellesley St E,North,Church St,West,6053.0,13,Church-Wellesley Village,PPC,Existing,M2706053,0,314372.359,4836202.831,-79.381305579,43.665709131999996,"{u'type': u'Point', u'coordinates': (-79.381305585, 43.6657091364)}"
73114,538,PO-00089,141,Taysham Cres,Kipling Ave,East,Finch Ave W,South,5527.0,1,,PPC,Existing,M0105527,0,298217.712,4844781.071,-79.581723288,43.74295665,"{u'type': u'Point', u'coordinates': (-79.5817232927, 43.7429566481)}"
73115,540,PO-00093,,,Dixon Rd,North,Martin Grove Rd,East,5988.0,1,,PPC,Existing,M0205988,0,299114.02,4839099.23,-79.570535045,43.691820398999994,"{u'type': u'Point', u'coordinates': (-79.5705350496, 43.6918204)}"
73116,541,PO-00097,28,Driftwood Ave,Driftwood Ave,West,Yorkwoods Gt,South,3696.0,7,,PPC,Existing,M0803696,0,303842.974,4845614.588,-79.511883575,43.750487905,"{u'type': u'Point', u'coordinates': (-79.5118835766, 43.7504879067)}"
73117,542,PO-00101,4384,Bathurst St,Sheppard Ave W,South,Bathurst St,West,5854.0,6,,PPC,Existing,M1005854,0,309705.844,4846148.718,-79.439078323,43.7552801,"{u'type': u'Point', u'coordinates': (-79.4390783275, 43.7552800992)}"
73118,543,PO-00242,269,Spadina Ave,Spadina Ave,East,Dundas St W,South,8142.0,10,Chinatown,PPC,Existing,M2008142,0,313053.206,4834729.811000001,-79.397685186,43.6524658,"{u'type': u'Point', u'coordinates': (-79.3976851808, 43.6524658064)}"
73119,544,PO-00427,10,Torresdale Ave,Finch Ave W,North,Torresdale Ave,West,8269.0,6,,PPC,Temporarily Removed,M1008269,0,308722.064,4848046.892,-79.45128122,43.772371763,"{u'type': u'Point', u'coordinates': (-79.4512812198, 43.7723717613)}"
73120,545,PO-00431,1415,Lawrence Ave W,Keele St,West,Lawrence Ave W,South,8273.0,5,,PPC,Existing,M1208273,0,306565.803,4840926.605,-79.478089067,43.70828877899999,"{u'type': u'Point', u'coordinates': (-79.4780890719, 43.7082887812)}"
73121,546,PO-00436,1090,Don Mills Rd,Lawrence Ave E,South,Don Mills Rd,West,8310.0,16,,PPC,Existing,M2508310,0,317371.05,4844115.815,-79.343938181,43.736891203999996,"{u'type': u'Point', u'coordinates': (-79.343938179, 43.736891208)}"
73122,547,PO-00438,1955,Don Mills Rd,Don Mills Rd,East,Graydon Hall Dr,South,8312.0,16,,PPC,Existing,M3408312,0,317119.22,4846842.216,-79.347001982,43.76143624,"{u'type': u'Point', u'coordinates': (-79.3470019831, 43.7614362409)}"
73123,548,PO-00440,2544,Bayview Ave,York Mills Rd,North,Bayview Ave,West,8314.0,15,,PPC,Existing,M2508314,0,314095.727,4845355.864,-79.38457775399999,43.748101416000004,"{u'type': u'Point', u'coordinates': (-79.384577753, 43.7481014185)}"
73124,549,PO-00442,573,Sheppard Ave E,Sheppard Ave E,South,Kenaston Gdns,West,8317.0,17,,PPC,Existing,M2408317,0,313955.037,4847457.172,-79.38628884399999,43.767017408,"{u'type': u'Point', u'coordinates': (-79.3862888424, 43.7670174084)}"
73125,550,PO-00444,1209,Sheppard Ave E,Sheppard Ave E,South,Old Leslie St,West,8319.0,17,,PPC,Existing,M2408319,0,315546.119,4847927.348999999,-79.366517269,43.771228169,"{u'type': u'Point', u'coordinates': (-79.3665172685, 43.7712281721)}"
73126,551,PO-00446,1100,Finch Ave E,Finch Ave E,North,Don Mills Rd,West,8321.0,17,,PPC,Temporarily Removed,M3308321,0,316442.599,4850313.715,-79.355329904,43.7926946,"{u'type': u'Point', u'coordinates': (-79.3553299045, 43.7926946023)}"
73127,552,PO-00450,200,Old Sheppard Ave,Victoria Park Ave,East,Old Sheppard Ave,North,8325.0,17,,PPC,Existing,M3308325,0,318826.505,4848983.839,-79.325742558,43.78068291,"{u'type': u'Point', u'coordinates': (-79.3257425618, 43.7806829156)}"
73128,553,PO-00454,2346,Yonge St,Orchard View Blvd,North,Yonge St,West,8329.0,8,,PPC,Existing,M1608329,0,312906.548,4840910.67,-79.399410394,43.708103187,"{u'type': u'Point', u'coordinates': (-79.3994103883, 43.7081031863)}"
73129,554,PO-00456,205,Ranee Ave,Varna Dr,East,Ranee Ave,South,8332.0,8,,PPC,Temporarily Removed,M1508332,0,309204.591,4842611.171,-79.44533196,43.72344102,"{u'type': u'Point', u'coordinates': (-79.4453319557, 43.7234410209)}"
73130,555,PO-00485,170,St Patrick St,St Patrick St,West,Dundas St W,North,8360.0,11,,PPC,Existing,M2008360,0,313634.42600000004,4834970.117,-79.390475892,43.6546222,"{u'type': u'Point', u'coordinates': (-79.3904758903, 43.6546222063)}"
73131,556,PO-00490,2240,Weston Rd,Weston Rd,West,Coulter Ave,South,8365.0,5,,PPC,Existing,M1108365,0,302545.247,4840483.643999999,-79.527976195,43.704300243999995,"{u'type': u'Point', u'coordinates': (-79.5279761985, 43.7043002448)}"
73132,557,PO-00494,222,Lansdowne Ave,Dundas St W,South,Lansdowne Ave,West,7710.0,9,Little Portugal,PPC,Existing,M1807710,0,309618.07300000003,4834465.216,-79.440272782,43.650114271999996,"{u'type': u'Point', u'coordinates': (-79.4402727809, 43.6501142757)}"
